Date,Open,High,Low,Close,Adj Close,Volume
1971-08-31,14.698853,14.698853,14.412046,14.531549,3.295861,725924
1971-09-01,14.531549,14.615201,14.388145,14.412046,3.268757,681992
1971-09-02,14.412046,14.423996,14.292543,14.316444,3.247073,606680
1971-09-03,14.328394,14.722753,14.328394,14.710803,3.336516,702912
1971-09-07,14.818356,14.961759,14.818356,14.818356,3.360910,788684
1971-09-08,14.818356,14.902008,14.782505,14.842256,3.366332,439320
1971-09-09,14.842256,14.854207,14.639101,14.645076,3.321610,520908
1971-09-10,14.615201,14.615201,14.459847,14.591300,3.309412,393296
1971-09-13,14.531549,14.531549,14.340344,14.340344,3.252494,604588
1971-09-14,14.340344,14.352294,14.292543,14.328394,3.249785,531368
1971-09-15,14.328394,14.519598,14.328394,14.483748,3.285018,437228
1971-09-16,14.459847,14.459847,14.328394,14.388145,3.263335,970688
1971-09-17,14.388145,14.471797,14.340344,14.376195,3.260627,744752
1971-09-20,14.447897,14.555449,14.447897,14.531549,3.295861,663164
1971-09-21,14.531549,14.651052,14.495698,14.603250,3.312122,535552
1971-09-22,14.627151,14.758604,14.627151,14.710803,3.336516,893284
1971-09-23,14.710803,14.758604,14.579350,14.579350,3.306702,742660
1971-09-24,14.579350,14.794455,14.555449,14.567400,3.303991,799144
1971-09-27,14.555449,14.555449,14.388145,14.525574,3.294505,721740
1971-09-28,14.525574,14.651052,14.507648,14.543499,3.298572,587852
1971-09-29,14.543499,14.543499,14.447897,14.471797,3.282311,466516
1971-09-30,14.471797,14.636114,14.459847,14.519598,3.293151,581576
1971-10-01,14.543499,14.627151,14.543499,14.627151,3.317543,705004
1971-10-04,14.627151,14.722753,14.627151,14.651052,3.322965,661072
1971-10-05,14.651052,14.710803,14.591300,14.710803,3.336516,903744
1971-10-06,14.710803,14.770554,14.615201,14.770554,3.350068,1037632
1971-10-07,14.770554,14.937859,14.722753,14.746654,3.344647,1173612
1971-10-08,14.746654,14.782505,14.531549,14.567400,3.303991,840984
1971-10-11,14.567400,14.627151,14.507648,14.615201,3.314834,299156
1971-10-12,14.615201,15.069312,14.579350,15.063337,3.416474,1525068
1971-10-13,14.991635,14.991635,14.746654,14.782505,3.352779,843076
1971-10-14,14.782505,14.794455,14.674952,14.710803,3.336516,525092
1971-10-15,14.710803,14.782505,14.663002,14.758604,3.347357,481160
1971-10-18,14.758604,14.782505,14.591300,14.770554,3.350068,608772
1971-10-19,14.639101,14.782505,14.591300,14.770554,3.350068,608772
1971-10-20,14.746654,14.746654,14.579350,14.579350,3.306702,748936
1971-10-21,14.579350,14.615201,14.388145,14.531549,3.295861,669440
1971-10-22,14.531549,14.722753,14.388145,14.418021,3.270111,571116
1971-10-25,14.418021,14.495698,14.412046,14.435946,3.274175,336812
1971-10-26,14.435946,14.567400,14.292543,14.292543,3.241652,696636
1971-10-27,14.292543,14.364245,14.161090,14.196941,3.219969,679900
1971-10-28,14.196941,14.388145,14.137189,14.256692,3.233522,690360
1971-10-29,14.256692,14.388145,14.125239,14.364245,3.257915,847260
1971-11-01,14.340344,14.340344,13.898184,13.975860,3.169824,504172
1971-11-02,13.975860,14.137189,13.862333,14.125239,3.203707,828432
1971-11-03,14.220841,14.507648,14.220841,14.483748,3.285018,916296
1971-11-04,14.483748,14.651052,14.352294,14.352294,3.255204,1022988
1971-11-05,14.340344,14.340344,14.173040,14.340344,3.266637,604588
1971-11-08,14.340344,14.340344,14.220841,14.304493,3.258469,343088
1971-11-09,14.304493,14.435946,14.292543,14.292543,3.255749,468608
1971-11-10,14.292543,14.328394,14.184990,14.208891,3.236693,435136
1971-11-11,14.149140,14.149140,13.778681,13.969885,3.182250,1188256
1971-11-12,13.969885,14.173040,13.790631,14.065488,3.204027,728016
1971-11-15,14.065488,14.101338,14.035612,14.065488,3.204027,433044
1971-11-16,14.065488,14.435946,14.041587,14.435946,3.288413,933032
1971-11-17,14.423996,14.423996,14.256692,14.388145,3.277527,941400
1971-11-18,14.388145,14.388145,14.053537,14.089388,3.209471,583668
1971-11-19,14.089388,14.137189,14.029637,14.029637,3.195860,368192
1971-11-22,14.029637,14.113289,13.945985,13.945985,3.176803,451872
1971-11-23,13.945985,14.017686,13.862333,13.886233,3.163192,633876
1971-11-24,13.886233,14.053537,13.874283,13.945985,3.176803,474884
1971-11-26,13.945985,14.280593,13.934034,14.280593,3.253027,338904
1971-11-29,14.304493,14.459847,14.304493,14.447897,3.291138,1027172
1971-11-30,14.447897,14.603250,14.352294,14.603250,3.326525,742660
1971-12-01,14.651052,14.818356,14.651052,14.806405,3.372802,1322144
1971-12-02,14.806405,14.913958,14.734704,14.794455,3.370080,903744
1971-12-03,14.794455,15.368069,14.794455,15.344168,3.495303,1426744
1971-12-06,15.332218,15.332218,14.973709,14.973709,3.410914,1020896
1971-12-07,14.973709,15.164914,14.866157,15.152964,3.451747,751028
1971-12-08,15.152964,15.164914,14.985660,14.985660,3.413636,696636
1971-12-09,14.985660,15.224665,14.913958,15.176864,3.457189,529276
1971-12-10,15.188815,15.523423,15.188815,15.511472,3.533412,1198716
1971-12-13,15.511472,15.678776,15.499522,15.499522,3.530693,851444
1971-12-14,15.499522,15.547323,15.296367,15.296367,3.484411,633876
1971-12-15,15.296367,15.678776,15.224665,15.636950,3.561995,721740
1971-12-16,15.977533,16.240440,15.977533,16.204590,3.691301,1481136
1971-12-17,16.204590,16.240440,15.977533,16.204590,3.691301,924664
1971-12-20,16.300192,16.658701,16.300192,16.324093,3.718522,1502056
1971-12-21,16.324093,16.586998,16.156788,16.539198,3.767523,855628
1971-12-22,16.491396,16.491396,16.312141,16.312141,3.715797,556472
1971-12-23,16.240440,16.240440,16.013384,16.061186,3.658634,755212
1971-12-27,16.061186,16.085087,15.941683,15.941683,3.631413,458148
1971-12-28,15.941683,16.240440,15.798279,16.216539,3.694022,602496
1971-12-29,16.216539,16.252390,16.097036,16.108988,3.669520,372376
1971-12-30,16.108988,16.120937,16.013384,16.013384,3.647745,271960
1971-12-31,16.013384,16.156788,15.965583,16.085087,3.664076,401664
1972-01-03,16.085087,16.180689,15.917782,15.917782,3.625969,569024
1972-01-04,15.917782,16.252390,15.858031,16.252390,3.702187,579484
1972-01-05,16.252390,16.419695,16.216539,16.300192,3.713078,514632
1972-01-06,16.300192,16.324093,16.192638,16.300192,3.713078,604588
1972-01-07,16.300192,16.383842,16.085087,16.192638,3.688576,566932
1972-01-10,16.192638,16.240440,16.097036,16.156788,3.680413,483252
1972-01-11,16.168737,16.312141,16.168737,16.300192,3.713078,569024
1972-01-12,16.347992,16.610899,16.347992,16.359943,3.726690,991608
1972-01-13,16.312141,16.312141,16.204590,16.300192,3.713078,939308
1972-01-14,16.371893,16.730402,16.371893,16.730402,3.811076,1474860
1972-01-17,16.730402,16.766253,16.586998,16.706501,3.805634,972780
1972-01-18,16.706501,16.897705,16.706501,16.706501,3.805634,709188
1972-01-19,16.706501,16.981358,16.694551,16.885756,3.846464,640152
1972-01-20,17.208412,17.447418,17.208412,17.375717,3.958070,2340948
1972-01-21,17.375717,17.686424,17.363768,17.602772,4.009795,2468560
1972-01-24,17.495220,17.495220,17.232313,17.232313,3.925409,786592
1972-01-25,17.232313,17.686424,17.065010,17.495220,3.985297,1426744
1972-01-26,17.495220,17.686424,17.411568,17.626673,4.015242,889100
1972-01-27,17.626673,17.650574,17.543020,17.602772,4.009795,499988
1972-01-28,17.602772,17.782026,17.566921,17.602772,4.009795,1269844
1972-01-31,17.602772,17.680449,17.531071,17.590822,4.007073,577392
1972-02-01,17.590822,17.638622,17.447418,17.638622,4.017964,424676
1972-02-02,17.638622,17.919455,17.614723,17.853727,4.066962,801236
1972-02-03,17.853727,17.925430,17.698376,17.841778,4.078984,989516
1972-02-04,17.793978,17.793978,17.650574,17.674475,4.040733,460240
1972-02-07,17.674475,17.734226,17.566921,17.614723,4.027074,493712
1972-02-08,17.638622,17.793978,17.638622,17.793978,4.068058,384928
1972-02-09,17.793978,17.925430,17.782026,17.865679,4.084452,725924
1972-02-10,17.865679,17.913481,17.710325,17.782026,4.065324,460240
1972-02-11,17.782026,17.913481,17.710325,17.865679,4.084452,424676
1972-02-14,17.817879,17.817879,17.602772,17.638622,4.032541,610864
1972-02-15,17.638622,17.698376,17.578873,17.674475,4.040733,338904
1972-02-16,17.674475,17.686424,17.638622,17.656549,4.036635,418400
1972-02-17,17.656549,17.782026,17.519119,17.578873,4.018880,562748
1972-02-18,17.578873,17.626673,17.423517,17.626673,4.029809,401664
1972-02-22,17.626673,17.853727,17.614723,17.614723,4.027074,527184
1972-02-23,17.614723,17.770077,17.590822,17.638622,4.032541,376560
1972-02-24,17.638622,17.734226,17.435469,17.435469,3.986096,520908
1972-02-25,17.471319,17.829828,17.471319,17.805927,4.070792,539736
1972-02-28,17.770077,17.770077,17.447418,17.543020,4.010684,389112
1972-02-29,17.543020,17.722275,17.495220,17.614723,4.027074,610864
1972-03-01,17.662523,17.865679,17.662523,17.805927,4.070792,512540
1972-03-02,17.889580,18.188337,17.889580,17.985182,4.111772,1564816
1972-03-03,17.985182,18.104685,17.901529,18.044933,4.125433,468608
1972-03-06,18.044933,18.248089,17.997131,18.164436,4.152754,711280
1972-03-07,18.164436,18.343691,18.140535,18.343691,4.193731,698728
1972-03-08,18.343691,18.379541,18.260038,18.260038,4.174605,554380
1972-03-09,18.260038,18.403442,18.176386,18.307838,4.185532,602496
1972-03-10,18.260038,18.260038,18.044933,18.080784,4.133627,435136
1972-03-13,18.056883,18.056883,17.782026,17.841778,4.078984,493712
1972-03-14,17.841778,17.877628,17.758125,17.758125,4.059862,548104
1972-03-15,17.782026,17.901529,17.782026,17.829828,4.076252,466516
1972-03-16,17.829828,17.877628,17.495220,17.829828,4.076252,780316
1972-03-17,17.829828,18.021032,17.746176,18.021032,4.119965,604588
1972-03-20,18.021032,18.212236,18.009083,18.015057,4.118598,621324
1972-03-21,18.015057,18.116634,17.829828,17.997131,4.114501,763580
1972-03-22,18.021032,18.200287,18.021032,18.056883,4.128163,765672
1972-03-23,18.116634,18.283939,18.116634,18.271990,4.177339,604588
1972-03-24,18.271990,18.355640,18.224188,18.295889,4.182806,612956
1972-03-27,18.295889,18.403442,18.212236,18.403442,4.207392,828432
1972-03-28,18.403442,18.451242,18.343691,18.397467,4.206026,702912
1972-03-29,18.337715,18.337715,18.164436,18.164436,4.152754,483252
1972-03-30,18.164436,18.331739,18.104685,18.271990,4.177339,364008
1972-04-03,18.271990,18.534895,18.260038,18.427341,4.212856,679900
1972-04-04,18.427341,18.618547,18.331739,18.594646,4.251105,692452
1972-04-05,18.594646,18.821701,18.594646,18.738050,4.283890,887008
1972-04-06,18.738050,18.809752,18.690248,18.690248,4.272963,552288
1972-04-07,18.690248,18.690248,18.570745,18.606598,4.253839,382836
1972-04-10,18.642447,18.821701,18.642447,18.666348,4.267497,569024
1972-04-11,18.666348,18.809752,18.618547,18.666348,4.267497,387020
1972-04-12,18.726099,19.108509,18.726099,19.000956,4.343997,1504148
1972-04-13,19.000956,19.024857,18.833652,18.845602,4.308478,445596
1972-04-14,18.845602,19.024857,18.821701,18.881453,4.316674,338904
1972-04-17,18.881453,18.881453,18.785851,18.881453,4.316674,577392
1972-04-18,18.893402,19.096558,18.893402,18.917303,4.324869,661072
1972-04-19,18.917303,18.965105,18.666348,18.690248,4.272963,537644
1972-04-20,18.678299,18.678299,18.522945,18.534895,4.237443,604588
1972-04-21,18.534895,18.606598,18.331739,18.403442,4.207392,824248
1972-04-24,18.403442,18.427341,18.319790,18.403442,4.207392,368192
1972-04-25,18.331739,18.331739,18.212236,18.236137,4.169142,414216
1972-04-26,18.236137,18.403442,18.128586,18.164436,4.152754,681992
1972-04-27,18.212236,18.379541,18.212236,18.212236,4.163679,351456
1972-04-28,18.224188,18.499044,18.224188,18.451242,4.218319,364008
1972-05-01,18.451242,18.463194,18.260038,18.283939,4.180072,332628
1972-05-02,18.283939,18.451242,18.164436,18.164436,4.152754,514632
1972-05-03,18.164436,18.343691,18.104685,18.116634,4.141823,518816
1972-05-04,18.116634,18.403442,18.009083,18.379541,4.216949,533460
1972-05-05,18.379541,18.630497,18.295889,18.582697,4.263561,569024
1972-05-08,18.499044,18.499044,18.331739,18.463194,4.236143,497896
1972-05-09,18.439293,18.439293,18.128586,18.128586,4.159370,1043908
1972-05-10,18.128586,18.451242,18.116634,18.343691,4.208722,420492
1972-05-11,18.343691,18.475143,18.307838,18.331739,4.205984,615048
1972-05-12,18.331739,18.475143,18.194311,18.260038,4.189529,543920
1972-05-15,18.379541,18.487095,18.379541,18.475143,4.238882,485344
1972-05-16,18.475143,18.499044,18.331739,18.343691,4.208722,403756
1972-05-17,18.343691,18.618547,18.331739,18.618547,4.271787,604588
1972-05-18,18.642447,18.881453,18.642447,18.857553,4.326624,872364
1972-05-19,18.857553,19.024857,18.857553,18.941204,4.345814,589944
1972-05-22,19.048758,19.192162,19.048758,19.168261,4.397910,1150600
1972-05-23,19.168261,19.239962,19.012905,19.216061,4.408880,859812
1972-05-24,19.216061,19.347513,19.144360,19.263863,4.419844,805420
1972-05-25,19.263863,19.311663,19.180210,19.311663,4.430814,692452
1972-05-26,19.311663,19.407267,19.228010,19.311663,4.430814,707096
1972-05-30,19.275812,19.275812,18.857553,18.905354,4.337585,529276
1972-05-31,18.929255,19.072659,18.929255,19.012905,4.362266,631784
1972-06-01,19.072659,19.168261,19.072659,19.072659,4.375975,499988
1972-06-02,19.072659,19.168261,19.006931,19.048758,4.370490,537644
1972-06-05,19.000956,19.000956,18.845602,18.857553,4.326624,374468
1972-06-06,18.857553,18.953156,18.714149,18.785851,4.310167,518816
1972-06-07,18.785851,18.905354,18.702200,18.893402,4.334846,453964
1972-06-08,18.893402,18.977055,18.773901,18.773901,4.307430,483252
1972-06-09,18.773901,18.863527,18.690248,18.690248,4.288238,389112
1972-06-12,18.690248,18.797800,18.522945,18.534895,4.252591,470700
1972-06-13,18.534895,18.785851,18.499044,18.773901,4.307430,508356
1972-06-14,18.881453,19.108509,18.881453,19.108509,4.384200,738476
1972-06-15,19.108509,19.156309,18.941204,19.000956,4.359525,554380
1972-06-16,19.000956,19.096558,18.929255,19.060707,4.373232,315892
1972-06-19,19.060707,19.060707,18.905354,18.953156,4.348559,207108
1972-06-20,18.953156,19.024857,18.893402,18.977055,4.354041,324260
1972-06-21,18.977055,19.156309,18.953156,19.000956,4.359525,506264
1972-06-22,18.929255,18.929255,18.738050,18.917303,4.340327,476976
1972-06-23,18.917303,18.989006,18.869503,18.881453,4.332104,458148
1972-06-26,18.809752,18.809752,18.690248,18.750000,4.301947,451872
1972-06-27,18.750000,18.881453,18.666348,18.750000,4.301947,349364
1972-06-28,18.750000,18.845602,18.672323,18.672323,4.284124,399572
1972-06-29,18.672323,18.738050,18.558796,18.714149,4.293721,470700
1972-06-30,18.738050,18.845602,18.738050,18.738050,4.299204,271960
1972-07-03,18.785851,18.893402,18.785851,18.887428,4.333478,217568
1972-07-05,18.953156,19.204111,18.953156,19.120459,4.386946,583668
1972-07-06,19.263863,19.365440,19.263863,19.299713,4.428072,782408
1972-07-07,19.299713,19.383366,19.287764,19.311663,4.430814,512540
1972-07-10,19.311663,19.311663,19.072659,19.072659,4.375975,464424
1972-07-11,19.072659,19.096558,18.953156,18.977055,4.354041,320076
1972-07-12,18.977055,19.060707,18.893402,18.917303,4.340327,451872
1972-07-13,18.917303,18.977055,18.726099,18.726099,4.296462,598312
1972-07-14,18.726099,19.168261,18.714149,18.797800,4.312913,774040
1972-07-17,18.797800,18.917303,18.522945,18.546844,4.255334,539736
1972-07-18,18.546844,18.582697,18.331739,18.570745,4.260815,939308
1972-07-19,18.642447,18.833652,18.642447,18.642447,4.277269,803328
1972-07-20,18.642447,18.714149,18.618547,18.678299,4.285496,485344
1972-07-21,18.678299,18.953156,18.606598,18.953156,4.348559,525092
1972-07-24,19.024857,19.168261,19.024857,19.060707,4.373232,794960
1972-07-25,19.060707,19.144360,19.024857,19.024857,4.365007,702912
1972-07-26,19.024857,19.030832,18.785851,18.857553,4.326624,1129680
1972-07-27,18.857553,19.024857,18.857553,18.977055,4.354041,437228
1972-07-28,18.977055,19.108509,18.941204,19.024857,4.365007,407940
1972-07-31,19.036806,19.156309,19.036806,19.156309,4.395165,449780
1972-08-01,19.216061,19.598471,19.216061,19.598471,4.496614,1282396
1972-08-02,19.598471,19.670172,19.526770,19.550669,4.485651,882824
1972-08-03,19.550669,19.909178,19.502869,19.849426,4.569277,1529252
1972-08-04,19.849426,19.933079,19.717974,19.885277,4.577531,677808
1972-08-07,19.885277,20.088432,19.849426,19.968929,4.596787,1046000
1972-08-08,19.968929,20.028681,19.861378,19.992830,4.602287,629692
1972-08-09,19.992830,20.243786,19.980881,20.243786,4.660060,713372
1972-08-10,20.243786,20.315489,20.136232,20.243786,4.660060,951860
1972-08-11,20.243786,20.339388,20.184034,20.339388,4.682065,778224
1972-08-14,20.339388,20.399139,20.303537,20.303537,4.673810,688268
1972-08-15,20.207935,20.207935,20.028681,20.088432,4.624295,711280
1972-08-16,20.088432,20.148184,19.885277,19.885277,4.577531,372376
1972-08-17,19.885277,19.945028,19.753824,19.753824,4.547271,546012
1972-08-18,19.753824,19.909178,19.670172,19.670172,4.528014,520908
1972-08-21,19.670172,19.777725,19.514818,19.622372,4.517006,428860
1972-08-22,19.646273,19.813576,19.646273,19.729923,4.541771,516724
1972-08-23,19.729923,19.789675,19.670172,19.741875,4.544518,307524
1972-08-24,19.741875,19.765774,19.461042,19.467016,4.481244,355640
1972-08-25,19.467016,19.502869,19.383366,19.407267,4.467495,592036
1972-08-28,19.407267,19.478968,19.323614,19.323614,4.448234,416308
1972-08-29,19.323614,19.550669,19.263863,19.538719,4.497755,761488
1972-08-30,19.538719,19.574570,19.455067,19.502869,4.489499,359824
1972-08-31,19.502869,19.562620,19.407267,19.526770,4.495003,462332
1972-09-01,19.526770,19.586519,19.371414,19.419216,4.470247,401664
1972-09-05,19.419216,19.443117,19.335564,19.347513,4.453736,357732
1972-09-06,19.347513,19.383366,19.168261,19.180210,4.415228,368192
1972-09-07,19.180210,19.263863,19.060707,19.096558,4.395972,474884
1972-09-08,19.096558,19.144360,19.060707,19.060707,4.387715,389112
1972-09-11,19.012905,19.012905,18.809752,18.953156,4.362958,449780
1972-09-12,18.953156,19.048758,18.797800,18.881453,4.346451,598312
1972-09-13,18.881453,19.024857,18.797800,19.024857,4.379461,571116
1972-09-14,19.024857,19.144360,18.989006,19.096558,4.395972,389112
1972-09-15,19.096558,19.132408,19.012905,19.012905,4.376711,405848
1972-09-18,18.977055,18.977055,18.833652,18.941204,4.360208,359824
1972-09-19,18.977055,19.084608,18.977055,18.977055,4.368459,401664
1972-09-20,18.977055,19.162285,18.977055,19.144360,4.406975,389112
1972-09-21,19.144360,19.168261,19.048758,19.096558,4.395972,412124
1972-09-22,19.096558,19.108509,18.953156,19.036806,4.382213,487436
1972-09-25,19.036806,19.072659,18.989006,19.036806,4.382213,389112
1972-09-26,19.036806,19.192162,19.024857,19.030832,4.380840,592036
1972-09-27,19.036806,19.455067,19.036806,19.455067,4.478499,830524
1972-09-28,19.395315,19.395315,19.192162,19.323614,4.448234,813788
1972-09-29,19.323614,19.443117,19.287764,19.431166,4.472996,700820
1972-10-02,19.431166,19.443117,19.287764,19.371414,4.459239,506264
1972-10-03,19.371414,19.478968,19.371414,19.443117,4.475748,470700
1972-10-04,19.443117,19.496893,19.275812,19.275812,4.437232,470700
1972-10-05,19.275812,19.287764,18.881453,18.881453,4.346451,774040
1972-10-06,18.881453,19.299713,18.821701,19.192162,4.417977,771948
1972-10-09,19.192162,19.281788,19.120459,19.132408,4.404222,230120
1972-10-10,19.132408,19.263863,18.738050,18.833652,4.335448,1158968
1972-10-11,18.833652,18.845602,18.355640,18.678299,4.299687,2140116
1972-10-12,18.570745,18.570745,18.379541,18.379541,4.230912,1098300
1972-10-13,18.331739,18.331739,18.032984,18.116634,4.170394,1506240
1972-10-16,18.116634,18.164436,17.315966,17.423517,4.010839,1991584
1972-10-17,17.423517,17.782026,17.280115,17.698376,4.074112,2748888
1972-10-18,17.901529,18.152487,17.901529,18.116634,4.170394,1688244
1972-10-19,18.116634,18.128586,17.949331,18.092733,4.164891,849352
1972-10-20,18.092733,18.499044,18.068834,18.499044,4.258427,834708
1972-10-23,18.594646,18.761950,18.594646,18.666348,4.296934,577392
1972-10-24,18.666348,18.666348,18.427341,18.606598,4.283183,575300
1972-10-25,18.582697,18.582697,18.307838,18.331739,4.219912,336812
1972-10-26,18.331739,18.331739,18.021032,18.044933,4.153888,847260
1972-10-27,18.080784,18.200287,18.080784,18.104685,4.167641,508356
1972-10-30,18.104685,18.212236,18.068834,18.152487,4.178646,290788
1972-10-31,18.212236,18.427341,18.212236,18.427341,4.241920,523000
1972-11-01,18.451242,18.630497,18.451242,18.618547,4.285933,778224
1972-11-02,18.618547,18.690248,18.558796,18.690248,4.302439,575300
1972-11-03,18.684273,18.684273,18.499044,18.540871,4.268052,535552
1972-11-06,18.540871,18.570745,17.997131,18.212236,4.192397,1071104
1972-11-08,18.212236,18.307838,17.841778,17.997131,4.157615,1209176
1972-11-09,17.985182,17.985182,17.734226,17.758125,4.102403,857720
1972-11-10,17.758125,17.913481,17.746176,17.793978,4.110686,872364
1972-11-13,17.841778,18.021032,17.841778,18.009083,4.160378,736384
1972-11-14,18.104685,18.546844,18.104685,18.546844,4.284609,1043908
1972-11-15,18.546844,18.642447,18.367592,18.367592,4.243197,594128
1972-11-16,18.367592,18.427341,18.295889,18.403442,4.251477,518816
1972-11-17,18.403442,18.415392,18.188337,18.355640,4.240437,420492
1972-11-20,18.355640,18.427341,18.295889,18.403442,4.251477,382836
1972-11-21,18.415392,18.546844,18.415392,18.510994,4.276325,681992
1972-11-22,18.510994,18.857553,18.499044,18.833652,4.350864,945584
1972-11-24,18.833652,18.845602,18.570745,18.594646,4.295649,502080
1972-11-27,18.510994,18.510994,18.355640,18.427341,4.257003,418400
1972-11-28,18.427341,18.463194,18.236137,18.271990,4.221111,416308
1972-11-29,18.271990,18.499044,18.164436,18.499044,4.273568,564840
1972-11-30,18.499044,18.702200,18.499044,18.690248,4.317738,460240
1972-12-01,18.690248,19.168261,18.690248,19.024857,4.395034,1175704
1972-12-04,19.084608,19.156309,19.084608,19.144360,4.422647,1138048
1972-12-05,19.120459,19.120459,19.012905,19.024857,4.395034,604588
1972-12-06,19.024857,19.072659,18.929255,18.977055,4.383994,669440
1972-12-07,18.977055,19.000956,18.929255,18.965105,4.381232,527184
1972-12-08,18.989006,19.335564,18.989006,19.263863,4.450249,976964
1972-12-11,19.263863,19.359465,19.216061,19.323614,4.464054,644336
1972-12-12,19.299713,19.299713,19.048758,19.072659,4.406080,638060
1972-12-13,19.072659,19.072659,18.941204,18.941204,4.375712,435136
1972-12-14,18.941204,18.977055,18.857553,18.905354,4.367429,441412
1972-12-15,18.929255,19.168261,18.929255,19.030832,4.396418,596220
1972-12-18,19.000956,19.000956,18.761950,18.857553,4.356387,834708
1972-12-19,18.821701,18.821701,18.642447,18.642447,4.306695,786592
1972-12-20,18.642447,18.773901,18.451242,18.618547,4.301174,648520
1972-12-21,18.618547,18.630497,18.427341,18.427341,4.257003,539736
1972-12-22,18.427341,18.666348,18.403442,18.666348,4.312214,376560
1972-12-26,18.714149,18.905354,18.714149,18.726099,4.326018,305432
1972-12-27,18.750000,19.072659,18.750000,19.072659,4.406080,581576
1972-12-29,19.072659,19.263863,19.072659,19.216061,4.439208,972780
1973-01-02,19.335564,19.574570,19.335564,19.550669,4.516506,759396
1973-01-03,19.562620,19.777725,19.562620,19.562620,4.519268,1140140
1973-01-04,19.562620,19.717974,19.407267,19.682121,4.546875,966504
1973-01-05,19.729923,20.052582,19.729923,20.016729,4.624178,1259384
1973-01-08,20.016729,20.076483,19.885277,20.016729,4.624178,684084
1973-01-09,20.016729,20.040630,19.849426,19.956980,4.610372,707096
1973-01-10,19.861378,19.861378,19.658222,19.670172,4.544115,518816
1973-01-11,19.694073,20.219885,19.694073,19.849426,4.585525,1108760
1973-01-12,19.945028,20.315489,19.945028,20.076483,4.637980,1039724
1973-01-15,20.207935,20.506693,20.207935,20.231836,4.673869,1437204
1973-01-16,20.231836,20.303537,20.112333,20.195986,4.665586,949768
1973-01-17,20.195986,20.279636,20.112333,20.267687,4.682149,437228
1973-01-18,20.411091,20.554493,20.411091,20.500717,4.735985,786592
1973-01-19,20.500717,20.984703,20.423040,20.984703,4.847793,1251016
1973-01-22,20.984703,20.984703,20.841299,20.841299,4.814661,721740
1973-01-23,20.841299,21.259560,20.733747,21.235661,4.905767,1146416
1973-01-24,21.235661,21.438814,20.769598,20.841299,4.814661,1361892
1973-01-26,20.841299,20.936901,20.662046,20.924952,4.833986,1156876
1973-01-29,20.924952,21.128107,20.745699,21.104206,4.875400,836800
1973-01-30,21.104206,21.271511,20.960802,20.984703,4.847793,930940
1973-01-31,20.924952,20.924952,20.769598,20.817400,4.809142,571116
1973-02-01,20.817400,20.936901,20.482792,20.506693,4.737363,728016
1973-02-02,20.506693,20.650097,20.411091,20.542543,4.745646,866088
1973-02-05,20.542543,20.650097,20.482792,20.554493,4.748409,366100
1973-02-06,20.602295,21.032505,20.602295,20.924952,4.833986,721740
1973-02-07,20.960802,21.128107,20.960802,20.960802,4.857805,776132
1973-02-08,20.960802,20.984703,20.626196,20.913002,4.846728,1081564
1973-02-09,20.924952,21.319311,20.924952,21.319311,4.940890,820064
1973-02-12,21.343212,21.510515,21.343212,21.438814,4.968585,717556
1973-02-13,21.558317,21.821224,21.558317,21.558317,4.996283,1322144
1973-02-14,21.546368,21.546368,21.295410,21.301386,4.936739,612956
1973-02-15,21.301386,21.379063,21.044455,21.104206,4.891042,832616
1973-02-16,21.104206,21.163958,20.996655,21.092257,4.888273,510448
1973-02-20,21.175907,21.367113,21.175907,21.367113,4.951969,558564
1973-02-21,21.367113,21.391012,21.080305,21.211760,4.915970,445596
1973-02-22,21.211760,21.271511,20.960802,21.223709,4.918738,658980
1973-02-23,21.152008,21.152008,20.650097,20.721798,4.802414,778224
1973-02-26,20.721798,20.721798,20.423040,20.602295,4.774717,1096208
1973-02-27,20.602295,20.650097,20.172085,20.219885,4.686096,995792
1973-02-28,20.219885,20.626196,20.004780,20.626196,4.780259,1196624
1973-03-01,20.626196,20.793499,20.387190,20.411091,4.730407,968596
1973-03-02,20.411091,21.223709,20.172085,21.128107,4.896580,1010436
1973-03-05,21.128107,21.134083,20.673996,20.972754,4.860575,1087840
1973-03-06,20.972754,21.307362,20.805449,20.901052,4.843960,893284
1973-03-07,20.960802,21.295410,20.960802,21.080305,4.885502,728016
1973-03-08,21.080305,21.187859,20.948853,21.056404,4.879965,571116
1973-03-09,21.056404,21.152008,20.936901,21.008604,4.868881,395388
1973-03-12,21.068356,21.223709,21.068356,21.152008,4.902116,397480
1973-03-13,21.152008,21.355164,21.128107,21.259560,4.927048,514632
1973-03-14,21.259560,21.486616,21.259560,21.450766,4.971362,612956
1973-03-15,21.450766,21.498566,21.223709,21.223709,4.918738,573208
1973-03-16,21.223709,21.438814,21.056404,21.199808,4.913197,646428
1973-03-19,21.169933,21.169933,20.913002,20.930927,4.850883,554380
1973-03-20,20.930927,21.032505,20.721798,20.924952,4.849497,606680
1973-03-21,20.924952,21.092257,20.566444,20.578394,4.769182,575300
1973-03-22,20.500717,20.500717,20.279636,20.339388,4.713791,1094116
1973-03-23,20.339388,20.506693,20.052582,20.458891,4.741485,1253108
1973-03-26,20.458891,20.793499,20.423040,20.673996,4.791336,723832
1973-03-27,20.673996,20.960802,20.650097,20.913002,4.846728,692452
1973-03-28,20.913002,20.924952,20.745699,20.769598,4.813494,508356
